code,name,market,price,latest_paid_year,latest_paid_total_div,current_yield_pct,sum_5y_div,avg_5y_yield_pct,years_5y,years_10y,pass_10y_rule
8908,欣雄,TPEX,41.75,2026,1.8,4.31,8.501,4.07,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2887,台新新光金,TWSE,24.3,2025,0.9,3.7,4.939,4.07,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2535,達欣工,TWSE,70.2,2026,4.6,6.55,14.258,4.06,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2539,櫻花建,TWSE,46.7,2026,2.8,6.0,9.475,4.06,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8926,台汽電,TWSE,45.2,2026,2.41,5.33,9.176,4.06,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5206,坤悅,TPEX,25.15,2026,1.5,5.96,5.08,4.04,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3303,岱稜,TPEX,46.5,2026,3.0,6.45,9.366,4.03,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6214,精誠,TWSE,126.0,2026,6.0,4.76,25.4,4.03,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1476,儒鴻,TWSE,349.5,2026,15.0,4.29,70.5,4.03,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2886,兆豐金,TWSE,39.5,2025,1.6,4.05,7.95,4.03,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1465,偉全,TWSE,12.7,2026,0.3,2.36,2.55,4.02,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6143,振曜,TPEX,93.0,2026,6.0,6.45,18.5,3.98,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2881,富邦金,TWSE,88.0,2025,4.5,5.11,17.5,3.98,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5203,訊連,TWSE,65.3,2026,3.6,5.51,12.975,3.97,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6147,頎邦,TPEX,115.0,2026,2.8,2.43,22.8,3.97,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1216,統一,TWSE,73.5,2026,3.0,4.08,14.55,3.96,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3029,零壹,TWSE,97.3,2026,5.5,5.65,19.202,3.95,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9930,中聯資源,TWSE,71.1,2026,4.0,5.63,14.0,3.94,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2606,裕民,TWSE,65.0,2026,2.8,4.31,12.8,3.94,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3028,增你強,TWSE,62.8,2026,3.0,4.78,12.319,3.92,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9926,新海,TWSE,50.0,2026,2.1,4.2,9.8,3.92,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2892,第一金,TWSE,28.8,2025,1.2,4.17,5.65,3.92,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1326,台化,TWSE,51.0,2026,0.6,1.18,10.0,3.92,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2441,超豐,TWSE,88.4,2026,3.0,3.39,17.3,3.91,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3217,優群,TPEX,163.0,2026,10.0,6.13,31.763,3.9,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4532,瑞智,TWSE,24.6,2026,1.5,6.1,4.8,3.9,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1720,生達,TWSE,63.0,2026,3.0,4.76,12.3,3.9,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4173,久裕,TPEX,19.65,2026,1.04,5.29,3.818,3.89,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4111,濟生,TPEX,29.3,2026,1.3,4.44,5.7,3.89,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4205,中華食,TPEX,77.4,2026,3.5,4.52,15.0,3.88,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6579,研揚,TWSE,118.0,2026,3.75,3.18,22.872,3.88,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1473,台南,TWSE,23.2,2026,0.5,2.16,4.5,3.88,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3596,智易,TWSE,177.0,2026,9.0,5.08,34.208,3.87,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8048,德勝,TPEX,64.6,2026,2.3,3.56,12.5,3.87,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3045,台灣大,TWSE,112.5,2026,4.8,4.27,21.7,3.86,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2010,春源,TWSE,24.95,2026,2.0,8.02,4.8,3.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6605,帝寶,TWSE,129.5,2026,6.5,5.02,24.9,3.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5904,寶雅,TPEX,510.0,2026,25.5,5.0,98.3,3.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2906,高林,TWSE,13.0,2026,0.6,4.62,2.5,3.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8478,東哥遊艇,TWSE,171.5,2026,6.5,3.79,33.023,3.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2303,聯電,TWSE,73.0,2026,2.6,3.56,14.05,3.85,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3227,原相,TPEX,198.0,2026,10.1,5.1,37.997,3.84,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3310,佳穎,TPEX,72.3,2026,3.5,4.84,13.874,3.84,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2453,凌群,TWSE,55.5,2026,2.8,5.05,10.6,3.82,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2062,橋椿,TWSE,22.0,2026,1.0,4.55,4.182,3.8,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2912,統一超,TWSE,237.5,2026,9.0,3.79,45.0,3.79,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4107,邦特,TPEX,119.5,2026,5.5,4.6,22.5,3.77,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5903,全家,TPEX,191.0,2026,6.5,3.4,36.0,3.77,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8076,伍豐,TPEX,23.35,2026,0.7,3.0,4.4,3.77,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3152,璟德,TPEX,168.0,2026,4.02,2.39,31.66,3.77,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1307,三芳,TWSE,31.9,2026,2.2,6.9,6.0,3.76,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3141,晶宏,TPEX,44.2,2026,0.358,0.81,8.312,3.76,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1540,喬福,TWSE,22.0,2026,1.0,4.55,4.1,3.73,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8032,光菱,TPEX,36.95,2026,1.2,3.25,6.9,3.73,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9931,欣高,TWSE,36.0,2026,1.8,5.0,6.7,3.72,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3090,日電貿,TWSE,108.5,2026,4.8,4.42,20.2,3.72,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8383,千附,TPEX,62.4,2026,2.5,4.01,11.613,3.72,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9937,全國,TWSE,57.5,2026,2.2,3.83,10.7,3.72,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2849,安泰銀,TWSE,14.1,2025,0.38,2.7,2.62,3.72,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3490,單井,TPEX,29.0,2026,0.5,1.72,5.4,3.72,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3042,晶技,TWSE,151.5,2026,4.8,3.17,28.0,3.7,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3515,華擎,TWSE,223.5,2026,11.0,4.92,41.202,3.69,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6416,瑞祺電通,TWSE,81.4,2026,2.8,3.44,14.944,3.67,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5425,台半,TPEX,65.7,2026,2.0,3.04,12.023,3.66,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1259,安心,TPEX,59.5,2026,1.2,2.02,10.889,3.66,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1605,華新,TWSE,32.3,2026,0.5,1.55,5.9,3.65,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3088,艾訊,TPEX,97.8,2026,3.0,3.07,17.714,3.62,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6194,育富,TPEX,32.95,2026,1.5,4.55,5.95,3.61,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6432,今展科,TPEX,40.7,2026,1.2,2.95,7.313,3.59,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6609,瀧澤科,TPEX,38.8,2025,0.77,1.98,6.97,3.59,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6192,巨路,TWSE,122.5,2026,5.8,4.73,21.9,3.58,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5474,聰泰,TPEX,147.5,2026,4.0,2.71,26.3,3.57,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2884,玉山金,TWSE,32.75,2026,1.4,4.27,5.833,3.56,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4116,明基醫,TPEX,41.0,2026,2.0,4.88,7.25,3.54,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5230,雷笛克光學,TPEX,18.25,2026,0.5,2.74,3.229,3.54,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2596,綠意,TPEX,32.3,2025,1.0,3.1,5.7,3.53,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8150,南茂,TWSE,67.3,2026,1.23,1.83,11.83,3.52,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1531,高林股,TWSE,13.1,2026,1.0,7.63,2.302,3.51,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3413,京鼎,TWSE,314.5,2026,10.98,3.49,55.185,3.51,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6023,元大期,TPEX,99.5,2026,5.5,5.53,17.4,3.5,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1268,漢來美食,TPEX,157.5,2026,8.0,5.08,27.5,3.49,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2356,英業達,TWSE,45.75,2026,2.0,4.37,7.95,3.48,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6156,松上,TPEX,20.75,2026,0.2,0.96,3.615,3.48,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3702,大聯大,TWSE,98.8,2025,3.2,3.24,17.15,3.47,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1762,中化生,TWSE,29.35,2025,0.192,0.65,5.092,3.47,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2801,彰銀,TWSE,21.6,2025,1.0,4.63,3.73,3.45,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8131,福懋科,TWSE,60.7,2026,1.0,1.65,10.45,3.44,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4545,銘鈺,TWSE,31.4,2026,0.13,0.41,5.4,3.44,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1319,東陽,TWSE,78.5,2026,5.0,6.37,13.45,3.43,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6278,台表科,TWSE,157.0,2026,5.5,3.5,26.8,3.41,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1725,元禎,TWSE,31.0,2026,1.07,3.45,5.29,3.41,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4904,遠傳,TWSE,97.4,2026,3.81,3.91,16.56,3.4,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2412,中華電,TWSE,137.5,2026,5.2,3.78,23.374,3.4,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
9918,欣天然,TWSE,43.6,2026,1.5,3.44,7.4,3.39,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1521,大億,TWSE,25.35,2026,0.75,2.96,4.3,3.39,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3558,神準,TPEX,112.0,2026,3.0,2.68,19.0,3.39,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2633,台灣高鐵,TWSE,27.0,2026,1.15,4.26,4.548,3.37,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6220,岳豐,TPEX,33.4,2026,0.7,2.1,5.629,3.37,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5706,鳳凰,TWSE,52.7,2026,4.5,8.54,8.85,3.36,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1568,倉佑,TWSE,25.35,2026,1.0,3.94,4.24,3.35,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2515,中工,TWSE,13.85,2026,0.501,3.62,2.316,3.34,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2882,國泰金,TWSE,75.0,2025,3.5,4.67,12.4,3.31,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6138,茂達,TPEX,229.0,2026,11.0,4.8,37.792,3.3,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8432,東生華,TPEX,50.8,2026,2.61,5.14,8.3,3.27,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2748,雲品,TWSE,41.5,2026,1.75,4.22,6.766,3.26,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5347,世界,TPEX,132.0,2026,4.5,3.41,21.498,3.26,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1440,南紡,TWSE,13.2,2026,0.3,2.27,2.15,3.26,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1303,南亞,TWSE,87.7,2026,0.8,0.91,14.3,3.26,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6227,茂綸,TPEX,95.0,2026,4.5,4.74,15.45,3.25,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2484,希華,TWSE,42.4,2026,0.7,1.65,6.9,3.25,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3588,通嘉,TWSE,54.6,2026,0.5,0.92,8.808,3.23,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6552,易華電,TWSE,27.6,2025,0.2,0.72,4.45,3.22,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2612,中航,TWSE,60.0,2026,2.2,3.67,9.56,3.19,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2478,大毅,TWSE,77.2,2025,1.818,2.35,12.318,3.19,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6414,樺漢,TWSE,304.0,2026,14.0,4.61,48.29,3.18,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8464,億豐,TWSE,368.5,2026,16.0,4.34,58.5,3.18,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1617,榮星,TWSE,15.75,2026,0.6,3.81,2.505,3.18,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3003,健和興,TWSE,54.8,2026,1.0,1.82,8.7,3.18,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6188,廣明,TPEX,86.3,2026,1.7,1.97,13.7,3.17,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2850,新產,TWSE,125.5,2026,7.27,5.79,19.83,3.16,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4106,雃博,TWSE,22.5,2026,1.0,4.44,3.55,3.16,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6239,力成,TWSE,207.5,2026,4.5,2.17,32.8,3.16,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6104,創惟,TPEX,93.9,2026,4.5,4.79,14.797,3.15,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4163,鐿鈦,TPEX,108.0,2026,3.5,3.24,17.0,3.15,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2428,興勤,TWSE,182.5,2026,5.9,3.23,28.5,3.12,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
5489,彩富,TPEX,41.05,2026,1.5,3.65,6.383,3.11,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1570,力肯,TPEX,32.8,2026,1.0,3.05,5.1,3.11,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2354,鴻準,TWSE,51.6,2026,1.5,2.91,8.0,3.1,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6561,是方,TPEX,373.0,2026,7.6,2.04,57.8,3.1,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1215,卜蜂,TWSE,142.5,2026,7.0,4.91,22.0,3.09,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4133,亞諾法,TWSE,22.5,2026,0.112,0.5,3.48,3.09,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
2207,和泰車,TWSE,515.0,2026,20.0,3.88,79.2,3.08,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6516,勤崴國際,TPEX,61.2,2026,2.34,3.82,9.42,3.08,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4551,智伸科,TWSE,142.0,2026,4.2,2.96,21.7,3.06,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8088,品安,TPEX,50.6,2026,1.5,2.96,7.7,3.04,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8091,翔名,TPEX,181.5,2026,4.5,2.48,27.489,3.03,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
8249,菱光,TWSE,50.2,2026,2.1,4.18,7.576,3.02,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6505,台塑化,TWSE,54.9,2026,1.2,2.19,8.29,3.02,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
4506,崇友,TPEX,120.5,2026,5.3,4.4,18.1,3.0,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
6527,明達醫,TPEX,70.5,2026,2.9,4.11,10.554,2.99,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
1614,三洋電,TWSE,32.3,2026,0.968,3.0,4.83,2.99,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3444,利機,TPEX,83.0,2026,1.8,2.17,12.4,2.99,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
3416,融程電,TWSE,160.0,2026,5.6,3.5,23.866,2.98,"2021,2022,2023,2024,2025","2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",True
